Source 기업명,Source 모기업명,Source_산업,Target 기업명,Target_모기업,Target_산업,Year,relation_type,dependency_direction,risk_language_score,investment_mentioned,contract_scale_score,no_alternative_mentioned,spillover_type,source_section,source_raw_name,source_canonical_name,source_canonical_firm_id,source_entity_level,source_entity_type,source_parent_canonical_name,source_parent_firm_id,source_mapping_found,target_raw_name,target_canonical_name,target_canonical_firm_id,target_entity_level,target_entity_type,target_parent_canonical_name,target_parent_firm_id,target_mapping_found,source_parent_hint_raw_name,source_parent_hint_canonical_name,source_parent_hint_canonical_firm_id,source_parent_hint_entity_level,source_parent_hint_entity_type,source_parent_hint_parent_canonical_name,source_parent_hint_parent_firm_id,source_parent_hint_mapping_found,target_parent_hint_raw_name,target_parent_hint_canonical_name,target_parent_hint_canonical_firm_id,target_parent_hint_entity_level,target_parent_hint_entity_type,target_parent_hint_parent_canonical_name,target_parent_hint_parent_firm_id,target_parent_hint_mapping_found,risk_source_id,risk_source_name,risk_target_id,risk_target_name,risk_direction_rule,risk_edge_valid,is_reciprocal_expansion,risk_language_score_norm,contract_scale_score_norm,no_alternative_flag,investment_flag,edge_weight_v1,edge_weight
Teradata,Teradata,Data Analytics,Dell Technologies,Dell Technologies,Hardware / IT Infrastructure,2022,hardware_vendor,upstream,0.5,N,1.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Dell Technologies,Dell Technologies,FIRM_0048,parent,hardware,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Dell Technologies,Dell Technologies,FIRM_0048,parent,hardware,,,True,FIRM_0048,Dell Technologies,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.5,0.5,0.0,0.0,0.35,0.35
Teradata,Teradata,Data Analytics,Flex Ltd.,Flex,Electronics Manufacturing (EMS),2022,supplier,upstream,0.85,N,2.5,Y,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Flex Ltd.,Flex,FIRM_0059,parent,manufacturing,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Flex,Flex,FIRM_0059,parent,manufacturing,,,True,FIRM_0059,Flex,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.85,0.8333333333333334,1.0,0.0,0.7883333333333333,0.7883333333333333
Teradata,Teradata,Data Analytics,Flex Ltd.,Flex,Electronics Manufacturing (EMS),2022,supplier,upstream,0.85,N,2.5,Y,operational,Item7,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Flex Ltd.,Flex,FIRM_0059,parent,manufacturing,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Flex,Flex,FIRM_0059,parent,manufacturing,,,True,FIRM_0059,Flex,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.85,0.8333333333333334,1.0,0.0,0.7883333333333333,0.7883333333333333
Teradata,Teradata,Data Analytics,Google Cloud,Google,Cloud / Infrastructure,2022,cloud_provider,upstream,0.6,N,2.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Google Cloud,Google Cloud,FIRM_0062,service,cloud_provider,Google,FIRM_0061,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0062,Google Cloud,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.6,0.8333333333333334,0.0,0.0,0.5133333333333334,0.5133333333333334
Teradata,Teradata,Data Analytics,JPMorgan Chase,JPMorgan Chase,Financial Services,2022,partner,bilateral,0.1,Y,2.0,N,financial,Item7,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,JPMorgan Chase,JPMorgan Chase,FIRM_0075,parent,financial_services,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,JPMorgan Chase,JPMorgan Chase,FIRM_0075,parent,financial_services,,,True,FIRM_0163,Teradata,FIRM_0075,JPMorgan Chase,bilateral_source_to_target,True,True,0.1,0.6666666666666666,0.0,1.0,0.3966666666666666,0.3966666666666666
Teradata,Teradata,Data Analytics,JPMorgan Chase,JPMorgan Chase,Financial Services,2022,partner,bilateral,0.1,Y,2.0,N,financial,Item7,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,JPMorgan Chase,JPMorgan Chase,FIRM_0075,parent,financial_services,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,JPMorgan Chase,JPMorgan Chase,FIRM_0075,parent,financial_services,,,True,FIRM_0075,JPMorgan Chase,FIRM_0163,Teradata,bilateral_target_to_source,True,True,0.1,0.6666666666666666,0.0,1.0,0.3966666666666666,0.3966666666666666
Teradata,Teradata,Data Analytics,Microsoft Azure,Microsoft,Cloud / Infrastructure,2022,cloud_provider,upstream,0.6,N,2.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Microsoft Azure,Microsoft Azure,FIRM_0098,service,cloud_provider,Microsoft,FIRM_0097,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0098,Microsoft Azure,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.6,0.8333333333333334,0.0,0.0,0.5133333333333334,0.5133333333333334
Teradata,Teradata,Data Analytics,NetApp,NetApp,Storage / Data Management,2022,hardware_vendor,upstream,0.5,N,1.5,N,operational,Item1A,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,NetApp,NetApp,FIRM_0107,parent,storage,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,NetApp,NetApp,FIRM_0107,parent,storage,,,True,FIRM_0107,NetApp,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.5,0.5,0.0,0.0,0.35,0.35
Teradata,Teradata,Data Analytics,PricewaterhouseCoopers,PricewaterhouseCoopers (PwC),Professional Services / Audit,2022,partner,upstream,0.1,N,1.0,N,governance,Item8,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,PricewaterhouseCoopers,PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,Teradata,Teradata,FIRM_0163,parent,data_platform,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0163,Teradata,target_is_upstream_of_source,True,False,0.1,0.3333333333333333,0.0,0.0,0.1633333333333333,0.1633333333333333
Snowflake,Snowflake,Cloud Data Platform,Amazon Web Services,Amazon,Cloud / Infrastructure,2022,cloud_provider,upstream,0.8,N,3.0,Y,operational,Item1A,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Amazon Web Services,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.8,1.0,1.0,0.0,0.8400000000000001,0.8400000000000001
Snowflake,Snowflake,Cloud Data Platform,Google Cloud Platform,Google,Cloud / Infrastructure,2022,cloud_provider,upstream,0.6,N,1.5,N,operational,Item1A,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Google Cloud Platform,Google Cloud,FIRM_0062,service,cloud_provider,Google,FIRM_0061,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0062,Google Cloud,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.6,0.5,0.0,0.0,0.38,0.38
Snowflake,Snowflake,Cloud Data Platform,Microsoft Azure,Microsoft,Cloud / Infrastructure,2022,cloud_provider,upstream,0.6,N,1.5,N,operational,Item1A,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Microsoft Azure,Microsoft Azure,FIRM_0098,service,cloud_provider,Microsoft,FIRM_0097,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0098,Microsoft Azure,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.6,0.5,0.0,0.0,0.38,0.38
Snowflake,Snowflake,Cloud Data Platform,PricewaterhouseCoopers,PricewaterhouseCoopers (PwC),Professional Services / Audit,2022,supplier,upstream,0.0,N,0.5,N,governance,Item8,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,PricewaterhouseCoopers,PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0155,Snowflake,target_is_upstream_of_source,True,False,0.0,0.1666666666666666,0.0,0.0,0.1,0.1
Snowflake,Snowflake,Cloud Data Platform,Streamlit,Snowflake,Data Visualization / Dev Tools,2022,subsidiary,downstream,0.2,Y,2.0,N,operational,Item7,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Streamlit,Streamlit,FIRM_0158,subsidiary,app_framework,Snowflake,FIRM_0155,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,Snowflake,Snowflake,FIRM_0155,parent,data_platform,,,True,FIRM_0155,Snowflake,FIRM_0158,Streamlit,source_is_upstream_of_target,True,False,0.2,0.6666666666666666,0.0,1.0,0.4266666666666666,0.4266666666666666
MongoDB,MongoDB,Database Software,AWS,Amazon,Cloud / Infrastructure,2022,cloud_provider,upstream,0.85,Y,3.0,Y,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,AWS,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.85,1.0,1.0,1.0,0.955,0.955
MongoDB,MongoDB,Database Software,Alibaba Cloud,Alibaba,Cloud / Infrastructure,2022,partner,bilateral,0.35,N,1.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba Cloud,Alibaba Cloud,FIRM_0005,service,cloud_provider,Alibaba,FIRM_0004,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba,Alibaba,FIRM_0004,parent,company,,,True,FIRM_0100,MongoDB,FIRM_0005,Alibaba Cloud,bilateral_source_to_target,True,True,0.35,0.3333333333333333,0.0,0.0,0.2383333333333333,0.2383333333333333
MongoDB,MongoDB,Database Software,Alibaba Cloud,Alibaba,Cloud / Infrastructure,2022,partner,bilateral,0.35,N,1.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba Cloud,Alibaba Cloud,FIRM_0005,service,cloud_provider,Alibaba,FIRM_0004,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Alibaba,Alibaba,FIRM_0004,parent,company,,,True,FIRM_0005,Alibaba Cloud,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.35,0.3333333333333333,0.0,0.0,0.2383333333333333,0.2383333333333333
MongoDB,MongoDB,Database Software,GCP,Google,Cloud / Infrastructure,2022,cloud_provider,upstream,0.75,Y,2.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,GCP,Google Cloud,FIRM_0062,service,cloud_provider,Google,FIRM_0061,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Google,Google,FIRM_0061,subsidiary,technology_company,Alphabet,FIRM_0006,True,FIRM_0062,Google Cloud,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.75,0.6666666666666666,0.0,1.0,0.5916666666666667,0.5916666666666667
MongoDB,MongoDB,Database Software,Microsoft Azure,Microsoft,Cloud / Infrastructure,2022,cloud_provider,upstream,0.75,Y,2.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Microsoft Azure,Microsoft Azure,FIRM_0098,service,cloud_provider,Microsoft,FIRM_0097,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Microsoft,Microsoft,FIRM_0097,parent,company,,,True,FIRM_0098,Microsoft Azure,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.75,0.6666666666666666,0.0,1.0,0.5916666666666667,0.5916666666666667
MongoDB,MongoDB,Database Software,PricewaterhouseCoopers LLP,PricewaterhouseCoopers (PwC),Professional Services / Audit,2022,supplier,upstream,0.15,N,1.0,N,governance,Item8,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,PricewaterhouseCoopers LLP,PricewaterhouseCoopers,FIRM_0125,regional_entity,professional_services,,,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0100,MongoDB,target_is_upstream_of_source,True,False,0.15,0.3333333333333333,0.0,0.0,0.1783333333333333,0.1783333333333333
MongoDB,MongoDB,Database Software,Tencent Cloud,Tencent,Cloud / Infrastructure,2022,partner,bilateral,0.35,N,1.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Tencent Cloud,Tencent Cloud,FIRM_0162,service,cloud_provider,Tencent,FIRM_0161,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Tencent,Tencent,FIRM_0161,parent,technology_company,,,True,FIRM_0100,MongoDB,FIRM_0162,Tencent Cloud,bilateral_source_to_target,True,True,0.35,0.3333333333333333,0.0,0.0,0.2383333333333333,0.2383333333333333
MongoDB,MongoDB,Database Software,Tencent Cloud,Tencent,Cloud / Infrastructure,2022,partner,bilateral,0.35,N,1.0,N,operational,Item7,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Tencent Cloud,Tencent Cloud,FIRM_0162,service,cloud_provider,Tencent,FIRM_0161,True,MongoDB,MongoDB,FIRM_0100,parent,database_platform,,,True,Tencent,Tencent,FIRM_0161,parent,technology_company,,,True,FIRM_0162,Tencent Cloud,FIRM_0100,MongoDB,bilateral_target_to_source,True,True,0.35,0.3333333333333333,0.0,0.0,0.2383333333333333,0.2383333333333333
Couchbase,Couchbase,Database Software,Amazon Web Services,Amazon,Cloud / Infrastructure,2022,cloud_provider,upstream,0.85,N,2.0,Y,operational,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Amazon Web Services,Amazon Web Services,FIRM_0012,service,cloud_provider,Amazon,FIRM_0009,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Amazon,Amazon,FIRM_0009,parent,company,,,True,FIRM_0012,Amazon Web Services,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.85,0.6666666666666666,1.0,0.0,0.7216666666666667,0.7216666666666667
Couchbase,Couchbase,Database Software,Hercules Capital,Hercules Capital,Investment / Venture Debt,2022,supplier,upstream,0.2,N,1.0,N,financial,Item8,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Hercules Capital,Hercules Capital,FIRM_0066,parent,financial_services,,,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Hercules Capital,Hercules Capital,FIRM_0066,parent,financial_services,,,True,FIRM_0066,Hercules Capital,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.2,0.3333333333333333,0.0,0.0,0.1933333333333333,0.1933333333333333
Couchbase,Couchbase,Database Software,PricewaterhouseCoopers,PricewaterhouseCoopers (PwC),Professional Services / Audit,2022,supplier,upstream,0.1,N,1.0,N,governance,Item8,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,PricewaterhouseCoopers,PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,PricewaterhouseCoopers (PwC),PricewaterhouseCoopers,FIRM_0125,parent,professional_services,,,True,FIRM_0125,PricewaterhouseCoopers,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.1,0.3333333333333333,0.0,0.0,0.1633333333333333,0.1633333333333333
Couchbase,Couchbase,Database Software,Silicon Valley Bank,First Citizens BancShares,Financial Services,2022,supplier,upstream,0.4,N,1.5,N,financial,Item1A,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,Silicon Valley Bank,Silicon Valley Bank,FIRM_0153,subsidiary,banking,First Citizens BancShares,FIRM_0056,True,Couchbase,Couchbase,FIRM_0041,parent,database_platform,,,True,First Citizens BancShares,First Citizens BancShares,FIRM_0056,parent,financial_services,,,True,FIRM_0153,Silicon Valley Bank,FIRM_0041,Couchbase,target_is_upstream_of_source,True,False,0.4,0.5,0.0,0.0,0.32,0.32
